City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,bara,10.3744,10.7288,32.88,14,37,2.06,NG,1669900832
359,palmer,42.1584,-72.3287,2.5,49,20,4.12,US,1669900720
360,novyy urengoy,66.0833,76.6333,-20.7,98,94,3.9,RU,1669900832
361,vanavara,60.34,102.2797,-28.05,95,94,1.91,RU,1669900832
362,alamos,27.0167,-108.9333,16.09,30,0,2.24,MX,1669900720
363,coquimbo,-29.9533,-71.3436,16.85,82,100,4.63,CL,1669900695
364,lakes entrance,-37.8811,147.981,10.98,85,2,0.57,AU,1669900721
365,paamiut,61.994,-49.6678,-7.66,71,2,9.76,GL,1669900833
366,narsaq,60.9167,-46.05,-2.88,87,9,1.41,GL,1669900687
367,aitape,-3.1374,142.3475,26.45,85,100,4.36,PG,1669900833
368,talnakh,69.4865,88.3972,-18.57,99,100,0.52,RU,1669900722
369,hambantota,6.1241,81.1185,26.4,82,62,4.92,LK,1669900833
370,mahibadhoo,3.7833,72.9667,27.22,73,72,1.21,MV,1669900834
371,lavrentiya,65.5833,-171.0,-4.4,93,100,2.58,RU,1669900707
372,shimoda,34.6667,138.95,10.06,80,100,1.79,JP,1669900723
373,sinegorye,62.0788,150.477,-27.96,98,100,0.38,RU,1669900723
374,burnie,-41.0667,145.9167,13.3,78,52,4.91,AU,1669900834
375,grindavik,63.8424,-22.4338,5.97,81,75,10.8,IS,1669900723
376,chitral,35.8462,71.7858,8.85,53,100,1.6,PK,1669900835
377,korem,12.5058,39.5228,16.74,27,7,4.08,ET,1669900724
378,kabugao,18.0217,121.1842,22.87,98,39,0.7,PH,1669900835
379,jumla,29.2747,82.1838,7.04,45,0,2.07,NP,1669900835
380,macusani,-14.0833,-70.4333,7.85,27,5,2.19,PE,1669900836
381,ostrovnoy,68.0531,39.5131,-1.62,94,100,3.86,RU,1669900836
382,armeria,18.9333,-103.9667,22.04,90,97,1.72,MX,1669900836
383,gagino,55.2314,45.0339,-13.97,94,22,0.44,RU,1669900725
384,iracoubo,5.4802,-53.2011,27.1,78,98,4.6,GF,1669900837
385,bongaree,-27.0797,153.1586,17.25,84,100,10.98,AU,1669900837
386,lewiston,44.1003,-70.2148,2.45,62,0,4.12,US,1669900636
387,tiznit,29.5833,-9.5,16.04,55,97,3.78,MA,1669900837
388,le port,-20.9373,55.2919,27.0,72,57,1.55,RE,1669900838
389,soyo,-6.1349,12.3689,28.52,70,68,4.84,AO,1669900727
390,asfi,32.2994,-9.2372,17.17,79,87,8.51,MA,1669900838
391,dingle,10.9995,122.6711,25.14,90,100,3.95,PH,1669900639
392,nenjiang,49.1833,125.2167,-25.54,92,39,2.82,CN,1669900727
393,zhangye,38.9342,100.4517,-7.8,54,2,1.43,CN,1669900728
394,mbandaka,0.0487,18.2603,25.89,72,65,2.34,CD,1669900838
395,buin,-33.7333,-70.75,22.84,39,0,0.6,CL,1669900839
396,igarka,67.4667,86.5833,-16.04,97,100,4.91,RU,1669900729
397,antalaha,-14.9003,50.2788,26.93,70,7,3.85,MG,1669900839
398,bubaque,11.2833,-15.8333,26.95,46,32,2.39,GW,1669900839
399,kindu,-2.95,25.95,21.4,91,100,1.03,CD,1669900729
400,sakakah,29.9697,40.2064,19.76,35,0,1.77,SA,1669900840
401,hornepayne,49.2138,-84.7705,-10.78,81,63,5.23,CA,1669900840
402,rizhao,35.4275,119.4553,-2.13,27,100,2.42,CN,1669900840
403,sinnamary,5.3833,-52.95,27.27,77,97,4.78,GF,1669900841
404,vicar,36.8316,-2.6427,15.12,59,100,3.61,ES,1669900731
405,poum,-20.2333,164.0167,27.6,83,100,5.15,NC,1669900731
406,zhigansk,66.7697,123.3711,-23.35,96,100,3.08,RU,1669900841
407,hofn,64.2539,-15.2082,4.01,100,75,3.6,IS,1669900841
408,freeport,40.6576,-73.5832,3.95,52,0,7.72,US,1669900842
409,namatanai,-3.6667,152.4333,26.54,82,88,1.56,PG,1669900842
410,dicabisagan,17.0818,122.4157,25.64,86,38,3.33,PH,1669900630
411,sadovoye,47.7764,44.5089,-1.43,37,19,5.43,RU,1669900842
412,san policarpo,12.1791,125.5072,27.42,84,100,6.86,PH,1669900842
413,iberia,29.9502,-91.7507,5.04,65,0,3.6,US,1669900843
414,boulsa,12.6675,-0.5758,33.06,13,94,2.72,BF,1669900843
415,ifakara,-8.1333,36.6833,31.11,44,71,1.97,TZ,1669900734
416,ilulissat,69.2167,-51.1,-6.99,63,75,11.32,GL,1669900734
417,deputatskiy,69.3,139.9,-25.58,98,100,2.08,RU,1669900844
418,slyudyanka,51.6594,103.7061,-13.44,92,100,1.76,RU,1669900844
419,gat,31.61,34.7642,22.66,39,0,3.46,IL,1669900844
420,mamallapuram,12.6264,80.1722,28.03,81,52,4.79,IN,1669900844
421,churapcha,62.0025,132.4325,-32.25,99,100,0.67,RU,1669900845
422,jadu,31.953,12.0261,13.6,43,67,2.46,LY,1669900845
423,atar,20.5169,-13.0499,29.88,10,0,0.75,MR,1669900845
424,rio rancho,35.2334,-106.6645,5.09,56,0,0.89,US,1669900846
425,lorengau,-2.0226,147.2712,27.34,78,95,2.4,PG,1669900846
426,koumac,-20.5667,164.2833,27.51,78,100,2.23,NC,1669900846
427,roebourne,-20.7833,117.1333,29.78,42,0,6.8,AU,1669900847
428,hovd,48.0056,91.6419,-19.11,77,44,1.66,MN,1669900847
429,marfino,55.7028,37.3822,-8.84,92,100,2.0,RU,1669900737
430,san cristobal,7.7669,-72.225,19.1,85,74,1.79,VE,1669900687
431,sibu,2.3,111.8167,25.17,100,40,1.54,MY,1669900847
432,lodja,-3.4833,23.4333,24.07,92,100,1.49,CD,1669900737
433,abdulino,53.7,53.6667,-9.77,97,99,1.09,RU,1669900848
434,xihe,31.6864,113.4659,3.01,36,100,2.24,CN,1669900848
435,krasnopavlivka,49.1372,36.3272,-0.15,34,96,7.83,UA,1669900848
436,sovetskiy,61.3614,63.5842,-19.93,100,65,0.72,RU,1669900739
437,mastic beach,40.7668,-72.8521,3.95,56,20,5.14,US,1669900849
438,middelburg,-25.7751,29.4648,30.13,12,100,4.19,ZA,1669900849
439,salisbury,51.0693,-1.7957,7.23,98,75,1.54,GB,1669900682
440,yalova,40.655,29.2769,15.52,67,43,2.06,TR,1669900645
441,muzhi,65.3667,64.6667,-23.01,97,6,2.14,RU,1669900849
442,tanete,-3.9443,119.7848,24.38,92,70,1.4,ID,1669900671
443,henties bay,-22.116,14.2845,19.02,75,7,6.6,NA,1669900850
444,lasa,46.6166,10.7002,8.49,78,99,1.02,IT,1669900741
445,steinbach,50.1667,8.5667,7.1,84,100,4.63,DE,1669900850
446,bhimunipatnam,17.8833,83.4333,26.73,81,2,4.18,IN,1669900850
447,teahupoo,-17.8333,-149.2667,20.98,83,100,7.19,PF,1669900742
448,pilar,-9.5972,-35.9567,26.96,58,100,4.93,BR,1669900798
449,basco,20.4487,121.9702,25.84,83,100,11.12,PH,1669900851
450,husavik,66.0449,-17.3389,2.58,75,1,8.24,IS,1669900742
451,anloga,5.7947,0.8973,29.16,65,95,4.58,GH,1669900851
452,ferme-neuve,46.7001,-75.4493,-2.94,81,100,5.33,CA,1669900851
453,cockburn town,21.4612,-71.1419,26.94,65,0,7.84,TC,1669900682
454,tamale,9.4008,-0.8393,36.21,13,82,1.19,GH,1669900852
455,acari,-15.4311,-74.6158,21.98,68,62,2.04,PE,1669900852
456,srandakan,-7.9386,110.2506,25.66,76,99,1.4,ID,1669900852
457,yarmouth,41.7057,-70.2286,4.42,54,0,10.73,US,1669900853
458,half moon bay,37.4636,-122.4286,12.4,84,100,11.32,US,1669900694
459,palora,-1.7,-77.9333,22.06,87,98,0.31,EC,1669900853
460,pinega,64.7001,43.3936,-5.37,96,100,1.95,RU,1669900853
461,sihor,21.7,71.9667,26.08,34,0,2.53,IN,1669900853
462,kambove,-10.8764,26.5969,22.51,78,81,2.19,CD,1669900745
463,aleksandrov gay,50.147,48.5704,-3.4,51,0,2.82,RU,1669900854
464,corinto,37.9407,22.9573,18.27,67,99,1.89,GR,1669900854
465,port blair,11.6667,92.75,28.02,83,40,2.57,IN,1669900854
466,nalut,30.3333,10.85,16.2,28,39,1.51,LY,1669900855
467,orlik,52.5178,99.825,-21.35,91,100,1.59,RU,1669900855
468,santo antonio do ica,-3.1022,-67.9397,28.91,68,100,1.84,BR,1669900747
469,kenai,60.5544,-151.2583,-9.95,85,100,3.09,US,1669900747
470,laje,-10.1833,-40.9667,26.65,65,96,2.73,BR,1669900747
471,berlevag,70.8578,29.0864,0.97,80,75,3.09,NO,1669900855
472,bonthe,7.5264,-12.505,29.88,64,90,2.7,SL,1669900856
473,tautira,-17.7333,-149.15,25.75,83,96,6.96,PF,1669900856
474,dapaong,10.8639,0.205,34.16,14,43,1.55,TG,1669900856
475,danjiangkou,32.5428,111.5086,3.42,55,98,2.57,CN,1669900639
476,santa maria da boa vista,-8.8078,-39.8256,27.24,59,97,5.87,BR,1669900857
477,mohanur,11.0833,78.1667,25.99,76,70,2.67,IN,1669900857
478,assiniboia,49.6334,-105.9845,-10.25,90,100,2.36,CA,1669900483
479,victoria,22.2855,114.1577,16.81,75,79,7.15,HK,1669900714
480,rudnogorsk,57.2639,103.7519,-21.67,94,100,2.5,RU,1669900750
481,marakkanam,12.2,79.95,26.43,81,33,4.42,IN,1669900750
482,kisangani,0.5167,25.2,27.32,68,98,1.71,CD,1669900496
483,havelock,34.8791,-76.9013,7.21,49,0,5.14,US,1669900493
484,eidfjord,60.4675,7.0719,-0.59,88,10,2.35,NO,1669900750
485,xapuri,-10.6517,-68.5044,30.83,54,35,2.75,BR,1669900751
486,the valley,18.217,-63.0578,28.79,61,20,4.12,AI,1669900751
487,itarema,-2.9248,-39.9167,29.15,61,68,7.24,BR,1669900751
488,berga,60.392,5.328,6.04,75,0,2.57,NO,1669900752
489,daru,-9.0763,143.2092,26.4,85,100,2.02,PG,1669900752
490,balkanabat,39.5108,54.3671,8.33,31,100,0.67,TM,1669900463
491,auki,-8.7676,160.7034,25.64,85,100,2.2,SB,1669900752
492,poronaysk,49.2167,143.1167,-13.87,77,32,5.36,RU,1669900753
493,sabha,27.0377,14.4283,18.88,19,0,0.56,LY,1669900753
494,brae,60.3964,-1.353,8.67,89,100,11.84,GB,1669900753
495,mandalgovi,45.7625,106.2708,-15.63,40,100,4.06,MN,1669900753
496,batagay,67.6333,134.6333,-29.96,98,100,1.24,RU,1669900754
497,san jose de rio tinto,14.9333,-85.7,24.76,95,100,1.06,HN,1669900713
498,lokosovo,61.1333,74.8167,-26.95,98,18,1.64,RU,1669900754
499,evensk,61.95,159.2333,-9.7,81,100,0.83,RU,1669900754
500,bontang,0.1333,117.5,26.14,84,97,1.33,ID,1669900755
501,berbera,10.4396,45.0143,27.3,65,10,5.09,SO,1669900755
502,imbituba,-28.24,-48.6703,24.92,93,100,4.66,BR,1669900755
503,dongsheng,39.8161,109.9776,-10.53,19,22,4.35,CN,1669900756
504,kayes,14.0,-11.0,35.33,10,100,4.17,ML,1669900756
505,sar-e pul,35.8333,66.1667,3.4,90,100,1.91,AF,1669900756
506,harwich,51.9419,1.2844,9.73,84,61,1.34,GB,1669900757
507,cananea,30.95,-110.3,5.77,51,0,2.49,MX,1669900757
508,dwarka,22.2394,68.9678,25.81,45,0,4.73,IN,1669900757
509,poya,-21.35,165.15,26.44,85,100,1.21,NC,1669900758
510,honningsvag,70.9821,25.9704,2.86,81,75,4.12,NO,1669900758
511,totness,5.8833,-56.3167,26.06,82,48,3.08,SR,1669900758
512,pereira barreto,-20.6383,-51.1092,31.47,37,21,3.48,BR,1669900759
513,north bend,43.4065,-124.2243,3.29,100,100,3.09,US,1669900759
514,beira,-19.8436,34.8389,29.05,65,75,4.63,MZ,1669900759
515,tazmalt,36.3868,4.3989,16.22,41,86,2.49,DZ,1669900760
516,mount isa,-20.7333,139.5,22.87,28,0,2.06,AU,1669900760
517,pervomayskoye,43.919,46.7102,5.84,55,12,7.8,RU,1669900760
518,opuwo,-18.0607,13.84,37.34,14,65,7.09,NA,1669900761
519,carmelo,-33.9892,-58.2856,19.87,89,100,7.42,UY,1669900761
520,catalina,32.5056,-110.9211,12.29,43,0,2.51,US,1669900761
521,huadian,42.9633,126.7478,-15.26,78,2,3.39,CN,1669900761
522,chunian,30.964,73.9803,20.76,19,93,2.12,PK,1669900762
523,dafeng,23.4517,108.5881,5.39,84,100,3.69,CN,1669900762
524,simpsonville,34.7371,-82.2543,5.29,44,0,6.17,US,1669900559
525,biltine,14.5333,20.9167,35.32,14,96,1.45,TD,1669900762
526,namibe,-15.1961,12.1522,24.21,71,44,5.7,AO,1669900698
527,bernalillo,35.05,-106.6673,5.75,57,0,0.0,US,1669900763
528,lamu,-2.2717,40.902,29.12,69,100,5.48,KE,1669900763
529,liwale,-9.7667,37.9333,28.69,50,71,2.11,TZ,1669900764
530,shirokiy,49.758,129.523,-29.33,98,71,1.86,RU,1669900764
531,dharchula,29.85,80.5333,13.62,40,0,2.93,IN,1669900764
532,brenham,30.1669,-96.3977,4.08,81,0,0.0,US,1669900765
533,pasighat,28.0667,95.3333,19.04,58,0,1.77,IN,1669900765
534,ozinki,51.1786,49.6769,-5.37,65,8,2.74,RU,1669900765
535,sao felix do xingu,-6.6447,-51.995,28.22,70,100,0.86,BR,1669900694
536,ducheng,23.2373,111.5317,7.74,72,100,2.46,CN,1669900765
537,mount hagen,-5.8581,144.2274,14.88,98,100,0.65,PG,1669900766
538,riberalta,-10.9833,-66.1,25.11,94,75,2.06,BO,1669900766
539,ihosy,-22.4,46.1167,28.27,41,80,1.29,MG,1669900766
540,pacifica,37.6138,-122.4869,12.03,86,100,11.32,US,1669900767
541,burhaniye,39.5004,26.9727,12.95,88,75,4.12,TR,1669900767
542,maltahohe,-24.8333,16.9833,32.35,21,100,5.63,NA,1669900767
543,margate,51.3813,1.3862,8.28,90,71,0.45,GB,1669900581
544,daigo,36.7667,140.35,5.18,95,100,0.98,JP,1669900768
545,labuhan,-6.8844,112.2051,27.19,73,93,0.75,ID,1669900768
546,guerrero negro,27.9769,-114.0611,13.66,83,57,4.09,MX,1669900483
547,labuan,5.2767,115.2417,26.2,94,20,1.54,MY,1669900768
548,mananjary,-21.2167,48.3333,27.26,66,11,5.35,MG,1669900769
549,smithers,54.7804,-127.1743,-21.82,84,0,0.0,CA,1669900769
550,tilichiki,60.4667,166.1,-2.69,95,95,2.68,RU,1669900769
551,yantal,56.8471,105.2542,-20.32,96,100,3.1,RU,1669900770
552,hamina,60.5697,27.1979,-1.4,91,100,3.32,FI,1669900770
553,mehamn,71.0357,27.8492,0.95,86,75,4.12,NO,1669900770
554,pauini,-7.7136,-66.9764,30.09,60,32,2.29,BR,1669900770
555,schruns,47.0709,9.9475,0.54,82,99,1.15,AT,1669900771
556,asyut,27.181,31.1837,24.61,22,0,3.95,EG,1669900771
557,pangnirtung,66.1451,-65.7125,-19.0,60,100,1.03,CA,1669900771
558,seoul,37.5683,126.9778,-3.34,38,78,2.95,KR,1669900155
559,chimore,-16.9833,-65.1333,26.89,66,11,2.65,BO,1669900772
560,boueni,-12.9025,45.0761,29.99,70,24,2.79,YT,1669900772
561,kapuskasing,49.4169,-82.4331,-8.92,80,100,6.35,CA,1669900502
562,grover beach,35.1216,-120.6213,11.31,86,100,2.57,US,1669900772
563,tripoli,32.8752,13.1875,17.84,54,60,5.36,LY,1669900541
564,marshall,34.3834,-86.3333,1.51,57,0,3.6,US,1669900567
565,kushmurun,52.4503,64.6311,-12.17,84,100,5.3,KZ,1669900773
566,sao miguel do iguacu,-25.3481,-54.2378,27.49,52,0,1.63,BR,1669900773
567,ust-tsilma,65.441,52.1498,-16.38,99,100,1.77,RU,1669900773
568,beloha,-25.1667,45.05,26.04,70,99,5.99,MG,1669900774
569,sao geraldo do araguaia,-6.4006,-48.555,26.68,84,64,1.94,BR,1669900774
570,terney,45.0503,136.6092,-14.87,70,46,4.41,RU,1669900774
571,sistranda,63.7256,8.834,1.98,80,8,5.0,NO,1669900774
572,maihar,24.2667,80.75,19.15,47,0,1.18,IN,1669900775
573,limoges,45.75,1.3333,6.49,75,100,4.12,FR,1669900595
574,parkes,-33.1333,148.1833,16.86,61,0,5.74,AU,1669900775
575,ibra,22.6906,58.5334,27.86,13,18,2.23,OM,1669900775
576,verkh-chebula,56.0308,87.6218,-18.94,95,100,2.34,RU,1669900776
577,worthington,40.0931,-83.018,-4.91,78,0,4.12,US,1669900681
